RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_organisations/institutions,SMG_organisations/institutions,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
48,27,16,1,4,1,2,2,1,1,1,1,1,19,5,2,2,"{""object_names"": [""80 H.P. CLERGET AERO ENGINE. (Type 7Z.)""], ""makers"": [""Clerget, Blin et Cie.""], ""organisations/institutions"": [""The Disposal Board, Ministry of Munitions""], ""dates"": [""1920""], ""places"": [""France""], ""descriptions"": [""rotary type"", ""seven steel cylinders provided with fins for air cooling"", ""inlet and exhaust valves situated in the cylinder head"", ""mechanically operated independently by push rods and rockers actuated by two eccentrics, which are keyed to the extension shaft"", ""Each piston provided with three cast-iron cut rings, in addition to double obturator rings of special silver alloy"", ""drives an independent hollow steel connecting-rod"", ""main rod is continuous with the banjo at the crank end, and holds all the pistons in their correct relative positions"", ""hollow steel crank-shaft, which is coned and keyed for attachment to the central support"", ""always fixed with the crank-pin on the top centre"", ""held in position by a locked sleeve nut"", ""oil pump ensures efficient lubrication"", ""M.L. type magneto is fitted"", ""Mixture supplied to the cylinders through radial external induction pipes from a simple form of carburetter"", ""carburetter is screwed on the end of the crank-shaft"", ""air being regulated by a butterfly valve controlled by a lever"", ""petrol jet is not adjustable"", ""airscrew is driven directly from the crank-shaft"", ""Weight, 234 lb."", ""speed, 1,200 revolutions per minute"", ""normal b.h.p., 80"", ""bore, 120 mm."", ""stroke, 150 mm."", ""number of cylinders, 7"", ""order of firing, 1, 3, 5, 7, 2, 4, 6"", ""inlet valve opens at top dead centre, closes 56 degrees after bottom dead centre"", ""exhaust valve opens 68 degrees before bottom dead centre, closes at top dead centre"", ""ignition occurs 22 degrees before top dead centre"", ""fuel consumption, 7 gallons of petrol per hour"", ""1.5 gallons of oil per hour""], ""other"": [""Inv. 1920-40""]}","{""object_names"": [""Clerget 80 H.P."", ""engine no. 1009"", ""W.D. no. 2249"", ""Block tube carburetter from this engine, exhibited with engine details""], ""makers"": [""Gwynnes Ltd.""], ""organisations/institutions"": [""Aircraft Propulsion""], ""dates"": [""1913""], ""places"": [""Hammersmith, London, England, United Kingdom""], ""descriptions"": [""seven-cylinder"", ""80 hp"", ""aircraft engines"", ""cylinder engines"", ""rotary engines""], ""other"": [""Clerget"", ""Gwynnes, Ltd.""]}"
49,15,6,1,1,1,1,2,1,1,0,0,0,9,1,1,2,"{""object_names"": [""130 H.P. CLERGET AERO ENGINE""], ""makers"": [""Clerget, Blin et Cie""], ""organisations/institutions"": [""The Disposal Board"", ""Ministry of Munitions""], ""dates"": [""1922"", ""1920""], ""places"": [], ""descriptions"": [""nine-cylinder rotary air-cooled engine"", ""development of the adjacent smaller engine"", ""main principles of this engine are identical with those of the adjacent one"", ""differs only in a few characteristic improvements"", ""cylinders and connecting-rods are steel"", ""pistons of this engine are of aluminium"", ""steel crank-shaft is somewhat heavier than is usual in rotary engines"", ""block tube carburetter is fitted"", ""ignition is effected by two A.D.S. magnetos"", ""Normal b.h.p., 130"", ""weight, 381 lb."", ""bore, 120 mm. (4.72 in.)"", ""stroke, 160 mm. (6.30 in.)"", ""compression ratio, 4 to 1"", ""normal speed of rotation, 1,250 revolutions per minute"", ""petrol consumption, 10.65 gallons per hour"", ""oil consumption, 1.73 gallons per hour"", ""order of firing, 1, 3, 5, 7, 9, 2, 4, 6, 8""], ""other"": [""Inv. 1920-47""]}","{""object_names"": [""130 H.P. Clerget engine""], ""makers"": [""Clerget""], ""organisations/institutions"": [""W.D.""], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines; engines""], ""other"": [""No. 20445"", ""No. 58077""]}"
50,38,10,1,1,2,2,3,0,1,1,2,0,28,4,1,2,"{""object_names"": [], ""makers"": [""Dudbridge Iron Works, Ltd.""], ""organisations/institutions"": [""Soci\u00e9t\u00e9 Anonyme des Moteurs \u201cSalmson,\u201d"", ""The Disposal Board, Ministry of Munitions.""], ""dates"": [""1922""], ""places"": [""Billancourt, Seine"", ""Stroud, Gloucester""], ""descriptions"": [""Canton-Unn\u00e9 System"", ""Invented jointly by MM. Canton and Unn\u00e9"", ""manufactured by the Soci\u00e9t\u00e9 Anonyme des Moteurs \u201cSalmson,\u201d, of Billancourt, Seine, and in Great Britain by the Dudbridge Iron Works, Ltd., of Stroud, Gloucester"", ""The \u201cSalmson\u201d aero engines, invented jointly by MM. Canton and Unn\u00e9, are manufactured on the Continent by the Soci\u00e9t\u00e9 Anonyme des Moteurs \u201cSalmson,\u201d, of Billancourt, Seine, and in Great Britain by the Dudbridge Iron Works, Ltd., of Stroud, Gloucester."", ""The engine here exhibited is a nine-cylinder water-cooled engine of the radial type."", ""The cylinders, which are placed symmetrically around the crank-shaft, are of nickel steel machined from solid forgings, the finished thickness of the working barrels being 2 mm."", ""The flat-topped combustion chambers carry bosses into which the casings of the mechanically operated inlet and exhaust valves are screwed."", ""Water jackets of spun copper are brazed to the cylinders and corrugated to permit the working barrels to expand freely."", ""The flat-topped cast-iron pistons are each fitted with three cast-iron spring rings, and are secured by hollow tungsten steel gudgeon-pins to H section steel connecting-rods, all of which operate on one crank-pin by means of a steel cage or connecting rod carrier."", ""The aluminium crank-case is in halves, between which the cylinders are securely clamped and from which the cam-box is detachable."", ""The lubrication is forced, a double pump being fitted below the cam-box; one pump draws oil from the crank-case sump, and delivers it to an external reservoir, where it is cooled, and from where it is drawn by the other pump through a fine wire gauze filtering screen to a sight feed box, whence it is delivered by means of the crank-shaft and cam-box to the big ends, and by exudation to the pistons and gudgeon-pins."", ""Two specially designed Zenith carburetters placed on the horizontal axis of the engine, deliver the explosive mixture through hot-water jacket branches into an annular mixing chamber, and thence by the induction pipes to the several cylinders, in which ignition is effected by a Siemens\u2019 magneto."", ""The engine drives through a reduction gear of 9 to 5, thereby allowing a propeller of larger diameter to be employed."", ""Weight, 360 lb. without radiator"", ""normal b.h.p., 130 h.p."", ""bore, 4.73 in."", ""stroke, 5.52 in."", ""normal rational speed, 1,250 revolutions per minute"", ""angle between cylinders, 40 degrees"", ""petrol consumption, 9.5 gallons per hour"", ""oil consumption, 0.5 gallons per hour"", ""order of firing, 1, 3, 5, 7, 9, 2, 4, 6, 8."", ""Inlet valve opens 1 to 2 mm. before top dead centre and closes 18 to 20 mm. after bottom dead centre."", ""Exhaust valve opens 18 to 20 mm. before bottom dead centre and closes 1 to 2 mm. before top dead centre."", ""Ignition occurs 12 to 13 mm. before top dead centre.""], ""other"": [""Inv. 1920-42.""]}","{""object_names"": [], ""makers"": [""Williams and Robinson Ltd.""], ""organisations/institutions"": [], ""dates"": [""1912""], ""places"": [], ""descriptions"": [""Aircraft Propulsion"", ""aircraft engines"", ""cylinder engines""], ""other"": [""no. AE56"", ""W.D. no. 1199""]}"
51,24,9,1,1,2,2,2,0,3,1,0,1,13,3,3,1,"{""object_names"": [], ""makers"": [""Leon Boll\u00e9e"", ""Colonel Alec Ogilvie, C.B.E.""], ""organisations/institutions"": [""Messrs. Short Brothers""], ""dates"": [""1909"", ""1913"", ""1920""], ""places"": [], ""descriptions"": [""Engine was designed by the Wright Brothers, and made by Leon Boll\u00e9e in 1909."", ""Fitted to a Wright biplane of the 1908 type, constructed by Messrs. Short Brothers."", ""In use from 1909 till 1913."", ""Engine showed a departure from standard practice in that no carburetter was fitted, the petrol being squirted into the induction manifold by means of a small gear pump (not shown)."", ""Control of the engine was effected by switching off the current or by lifting the exhaust valves."", ""Four separately cast cylinders are fitted with detachable water jackets, and are mounted on an aluminium crank-case."", ""Automatic inlet valves are employed."", ""Exhaust valves are operated by a simple vertical spindle and rocker arm."", ""Pump supplying petrol to the induction manifold was placed on the right-hand side of the engine, being driven by worm gear from the cam-shaft."", ""Lubricating oil pump (not shown) was on the same side and driven in like manner."", ""Supplied oil to the main bearings from the reservoir in the base of the crank-case."", ""Oil returned to the reservoir by a small pipe with a sight tube on the left of the crank-case, being filtered in passing."", ""Ignition was by means of a high-tension Eisemann magneto, driven from the forward end of the cam-shaft."", ""Water for cooling the engine was circulated by a rotary pump (not shown), mounted on the forward end of the main shaft."", ""Engine has a free exhaust, and has also auxiliary exhaust ports in the cylinders which are uncovered when the piston is at the end of its stroke."", ""Weight, 1,200 lb."", ""Brake h.p., 30"", ""Normal speed of rotation, 1,650 revolutions per minute."", ""Bore, 112 mm."", ""Stroke, 100 mm."", ""Engine may be seen in position on the model of the Wright flying machine (see No. 7).""], ""other"": [""Inv. 1920-383"", ""S.M. 1382"", ""L.S""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1908""], ""places"": [""Dayton, Ohio, United States""], ""descriptions"": [""Aircraft Propulsion"", ""aircraft engines"", ""cylinder engines""], ""other"": []}"
52,29,6,1,1,2,1,3,0,2,1,1,0,18,1,2,2,"{""object_names"": [""90 H.P. CURTISS AERO ENGINE. (Model o X 5.)""], ""makers"": [""Curtiss Motor Co."", ""Berling"", ""Schebler""], ""organisations/institutions"": [""The Disposal Board, Ministry of Munitions"", ""Curtiss Motor Co."", ""The Disposal Board"", ""Ministry of Munitions""], ""dates"": [""1920"", ""1922""], ""places"": [""America""], ""descriptions"": [""typical example of the various types produced by the Curtiss Motor Co., and used largely in America."", ""eight-cylinder V-type water-cooled engine divided into two groups of four cylinders set at 90 degrees."", ""cast-iron cylinders, which are cast separately, are each attached to the crank-case by eight short studs and four long through bolts, the latter being secured at the top to a bridge or yoke fitting over the cylinder heads."", ""cast-iron valves having electro-welded steel stems are located in the cylinder heads, and are operated by push rods and rocker arms from a single hollow cam-shaft in the crank-case between the cylinders, the push rods operating the exhaust valves being within tubular push rods operating the inlet valves."", ""valves, guides, and seats are cast integral with the cylinders, and the combustion chamber is nearly hemispherical."", ""water jackets are made of \""monel,\"" a non-corrosive combination of nickel and copper, and are oxyacetylene welded to the cylinder walls, the whole of the cylinder and jacket being nickel plated."", ""cooling water is circulated by means of a centrifugal pump, mounted on an extension of the crank-shaft projecting through the crank-case."", ""Lubrication is effected by means of a force pump driven by bevel gearing from a wheel formed integral with the crank-shaft."", ""pump forces oil through the crank-shaft to the five main bearings, and through the cam-shaft to the latter's bearings, while oil slingers are fitted at each end of the crank-shaft."", ""lower half of the crank-case is divided into four compartments, which serve as an oil reservoir having a capacity of six hours' flight."", ""Berling D-81 magneto is mounted between the cylinders, and is driven from the cam-shaft gearing."", ""A Schebler carburetter is fitted."", ""Normal b.h.p., 90"", ""weight, 325 lb."", ""bore, 4 in."", ""stroke, 5 in."", ""normal speed, 1,200 revolutions per minute"", ""maximum speed, 1,450 revolutions per minute"", ""petrol consumption, 7 gallons per hour"", ""oil consumption, 0.25 gallon per hour"", ""order of firing of the cylinders is 1, 2, 3, 4, 7, 8, 5, 6"", ""inlet valve closes 13/32 in. after bottom dead centre"", ""exhaust valve opens 11/16 in. before bottom dead centre"", ""Ignition occurs when fully advanced 0.5 in. before top dead centre""], ""other"": [""Inv. 1920-43""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""3/3/30""], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines""], ""other"": [""No. 3547 W.D."", ""No. 64397"", ""Spares Disposed""]}"
53,19,3,1,1,2,0,2,0,1,0,3,0,9,0,1,2,"{""object_names"": [], ""makers"": [""La Sociedad Hispano-Suiza"", ""Messrs. Peugeot""], ""organisations/institutions"": [""The Disposal Board, Ministry of Munitions""], ""dates"": [""1920"", ""1922""], ""places"": [""Barcelona, Spain"", ""France"", ""England"", ""America""], ""descriptions"": [""200 H.P. AERO ENGINE"", ""successful engine"", ""eight-cylinder, V-type, water-cooled engine"", ""cylinder blocks set at an angle of 90 degrees"", ""cylinders arranged in groups of four"", ""built-up construction"", ""water jackets and valve ports are cast of aluminium"", ""heat treated steel liners of the cylinders are threaded into the aluminium castings"", ""pistons are ribbed aluminium castings"", ""connecting-rods tubular"", ""crank-case is in two halves, divided horizontally on the centre line of the crank-shaft"", ""lower portion forming an oil base"", ""positive pressure system"", ""oil being forced through a filter"", ""steel tubes cast in the crank-case, to the main bearings"", ""through the crank-shaft to the crank-pins"", ""Zenith duplex carburetter is fitted"", ""two eight-cylinder mag- netos effect dual ignition""], ""other"": [""Inv. 1920-41""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines"", ""engines""], ""other"": [""No.115062"", ""WD No.10242""]}"
54,7,7,1,1,1,1,1,0,1,0,0,0,2,3,1,2,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""six-cylinder"", ""vertical"", ""water-cooled engine of German design""], ""other"": [""Inv. 1920-355""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines"", ""engines""], ""other"": [""No. 1.578"", ""W.D. No. 101.862""]}"
55,20,6,1,2,1,1,2,0,1,0,0,0,13,1,2,2,"{""object_names"": [""180 H.P. MERCEDES AERO ENGINE""], ""makers"": [""The Air Ministry""], ""organisations/institutions"": [""The Air Ministry"", ""Bosch""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""six-cylinder, vertical, water-cooled engine"", ""modification of the earlier 160 h.p. model"", ""Explosive mixture is supplied to the cylinders by twin-jet dual carbureters"", ""both carbureters being enclosed in a cast aluminium water jacket"", ""Each carbureter feeds three cylinders through a branched steel induction pipe lagged with asbestos"", ""ignition is effected by two Z.L.6-type Bosch magnetos"", ""driven directly off the cam-shaft vertical, driving shaft by bevel gears"", ""Weight, 635 lb."", ""normal b.h.p., 174"", ""normal speed, 1,400 revolutions per minute"", ""bore, 140 mm."", ""stroke, 160 mm."", ""compression ratio, 4\u00b764 : 1"", ""petrol consumption, 12\u00b75 gallons per hour"", ""oil consumption, 7\u00b73 pints per hour"", ""order of firing, 1, 5, 3, 6, 2, 4"", ""ignition timing (fully advanced), 30 degrees before top dead centre"", ""inlet valve opens at top dead centre and closes 40 degrees after bottom dead centre"", ""exhaust valve opens 40 degrees before bottom dead centre and closes 10 degrees after top dead centre""], ""other"": [""Inv. 1920-354""]}","{""object_names"": [""160 H.P. Mercedes Aero engine""], ""makers"": [""Mercedes""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines""], ""other"": [""No. 31.416"", ""W.D. No. 100.086""]}"
56,25,14,1,1,1,2,1,4,1,1,0,3,19,1,2,2,"{""object_names"": [""230 H.P. BENZ AERO ENGINE""], ""makers"": [], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""six-cylinder vertical, water-cooled type"", ""Each separate cylinder is bolted to the crank-case by long studs, which pass through the top half of the crank-chamber and secure the crank-shaft bearings between the top and bottom halves of the crank-chamber"", ""Two inlet and two exhaust valves are fitted in the head of each cylinder, and are operated by overhead valve rockers and by push rods on either side of the cylinders"", ""The two cam-shafts, which run on plain bearings, are neatly arranged inside of the top half of the crank-case, and the floating exhaust cam-shaft is provided with half-compression cams"", ""The pistons are of cast iron, fitted with three exceptionally wide rings"", ""the piston heads are supported by conical steel forgings riveted and welded to the piston crowns, which bear on the centre portion of the gudgeon-pins, through slots cut in the connecting-rod small ends"", ""Two separate two-jet carbureters are fitted, having their intake passages through the top half of the crank-case casting, and each supplying three cylinders through an independent branched induction pipe, built up of light aluminium tube"", ""The lubrication of the crank-shaft and connecting-rod bearings is effected by a gear pump working in an auxiliary oil reservoir formed in the bottom of the air-cooled base chamber"", ""An oil-sealed petrol pump driven off the rear end of the inlet cam-shaft supplies petrol to the carbureters in conjunction with a supplementary pressure reservoir enclosed in the main petrol tank"", ""Weight, 848\u00b75 lb."", ""b.h.p., 230"", ""normal speed of rotation, 1,400 revolutions per minute"", ""bore, 145 mm."", ""stroke, 190 mm."", ""compression ratio, 4\u00b791 : 1"", ""petrol consumption, 18\u00b775 gallons per hour"", ""oil consumption, 4\u00b75 pints per hour"", ""order of firing, 1, 5, 3, 6, 2, 4 (the cylinders being numbered consecutively from the propeller end)"", ""inlet valve opens 10 degrees before top dead centre and closes 55 degrees after bottom dead centre"", ""exhaust valve opens 60 degrees before bottom dead centre and closes 20 degrees after top dead centre"", ""ignition occurs 30 degrees, or 18 mm. before top dead centre""], ""other"": [""1922"", ""Inv. 1920-356""]}","{""object_names"": [""230 H.P. Benz Aero engine No. 33.278"", ""230 H.P. Benz six-cylinder water cooled aero engine No. 33.278"", ""Aircraft Propulsion engines; engines""], ""makers"": [""Benz & Cie"", ""Bosch""], ""organisations/institutions"": [""British War Department""], ""dates"": [""1916""], ""places"": [""Mannheim, Germany"", ""Stuttgart, Germany"", ""Germany""], ""descriptions"": [""with magneto and carbon brush""], ""other"": [""No. 33.278"", ""magneto Type ZH6 No. 2090658"", ""W.D. No. 101,863""]}"
57,22,5,1,1,1,1,1,0,1,0,0,0,17,1,1,2,"{""object_names"": [""180 H.P. OPEL ARGUS AERO ENGINE""], ""makers"": [""Opel""], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""six-cylinder vertical, water-cooled type"", ""produced in large quantities during the last two years of the war"", ""cylinders are arranged in three monoblocs"", ""each pair of cylinders being mounted as a separate unit"", ""common water jacket"", ""cylinder heads are flat and integral with the cylinder barrels"", ""walls of the combustion space are formed by an increase in diameter of the barrels"", ""two inlet valves are situated innermost"", ""pockets opening to one side of the engine"", ""two exhaust valves are outermost"", ""deliver to a manifold on the opposite side"", ""early forms of this engine cast-iron pistons were employed"", ""later aluminium pistons were fitted"", ""connecting-rods are of the normal H-section"", ""big and little ends offset in opposite directions"", ""crank-shaft is of the six-throw unbalanced type"", ""runs in seven white metalled phosphor-bronze bearings"", ""housed between the upper and lower halves of the crank-case"", ""throws and journals are hollow"", ""closed by discs forced into recesses machined therein"", ""crank-case is of aluminium alloy"", ""divided into a horizontal plane through the axis of the crank-shaft"", ""two halves being secured together by a flanged joint and numerous bolts"", ""16 supporting studs"", ""Dome-headed poppet valves are employed for both inlet and exhaust valves"", ""operated by a cam-shaft carried in the upper half of the crank-case"", ""cylinders are served by two Zenith Opel curburetters"", ""each of which serves three cylinders by a separate manifold"", ""compound oil pump fitted in the base of the sump is of the plunger type"", ""consists of four pumps built as a unit"", ""to pressure-feed the crank-shaft bearings"", ""to act as feed pump and scavenge pump""], ""other"": [""Inv. 1920-358""]}","{""object_names"": [""180 H.P. Opel Aero engine""], ""makers"": [""Opel (maker)""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines; engines""], ""other"": [""No. 1274"", ""W.D. 100641""]}"
58,8,5,1,1,1,1,1,0,1,0,1,0,2,1,1,2,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Air Ministry""], ""dates"": [""1922""], ""places"": [""Germany""], ""descriptions"": [""This German rotary engine, with the exception of a few minor details, is almost an exact copy of the French 110 h.p. Le Rh\u00f4ne engine.""], ""other"": [""Inv. 1920-357""]}","{""object_names"": [], ""makers"": [""Oberursel""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion engines; engines""], ""other"": [""No. 3057"", ""W.D. No. 101.288""]}"
59,8,4,1,3,0,0,1,0,1,0,0,0,4,1,1,0,"{""object_names"": [""ENGINE STARTER""], ""makers"": [], ""organisations/institutions"": [""The Air Council""], ""dates"": [""1922"", ""1919""], ""places"": [], ""descriptions"": [""compressed-air starter designed for use on the 220 h.p. Renault aero engine"", ""Compressed air is supplied from a compressor (not shown), and is fed to the six cylinders through a simple type of rotary valve"", ""A ratchet device makes the starter inoperative when the engine is running"", ""A starting magneto (not shown) is mounted at the top of the casting, and is driven at high speed by suitable gearing""], ""other"": [""Inv. 1919-429""]}","{""object_names"": [""Engine starter for 220 H.P. Renault Engine"", ""Aircraft Propulsion engine starter"", ""engine starter""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Engine starter for 220 H.P. Renault Engine""], ""other"": []}"
60,10,4,1,1,0,1,1,0,1,0,0,0,6,1,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Air Council""], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""Type K.R.3."", ""This well-known sparking-plug has been used considerably on aircraft engines."", ""The type shown is suitable for a stationary engine."", ""It is mechanically strong, and has an insulation capable of withstanding the very high temperature to which a sparking-plug on a stationary engine is subjected."", ""Radiating fins are supplied to assist in the cooling of the centre rod and the body of the plug. rod, and enable the former to be kept at a temperature which will not cause pre-ignition."", ""The body of the plug is also cut away in order to provide a large surface for cooling purposes."", ""The spark gap is annular, between the central electrode and a circular plate forming part of the body of the plug.""], ""other"": [""Inv. 1919-432""]}","{""object_names"": [], ""makers"": [""Sir Oliver Joseph Lodge""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion""], ""other"": [""spark plug"", ""spark plug""]}"
61,9,4,1,1,1,1,1,0,1,0,0,0,4,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Air Council""], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""This sparking-plug is designed for a stationary air-cooled aero engine."", ""It is made with large surface radiating fins to assist in the cooling, and so maintain a temperature which will not cause pre-ignition."", ""The plug has a six-point spark gap. The central rod terminates in a star-shaped electrode of six points. It is insulated from the body of the plug by a mica cylinder, and the whole is held in position by a screw collar, which, with an asbestos washer, forms a gas-tight joint."", ""This sparking-plug is designed to withstand, by means of a large radiating surface, the very high temperature which a stationary air-cooled engine attains.""], ""other"": [""Inv. 1919-433""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion""], ""other"": [""spark plug; spark plug""]}"
62,17,7,1,1,1,1,1,1,1,0,0,0,12,3,2,1,"{""object_names"": [], ""makers"": [""The British Thomson-Houston Co., Ltd.""], ""organisations/institutions"": [""The British Thomson-Houston Co., Ltd.""], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""sectioned example of the A.V. 8 S. type of polar inductor magneto"", ""suitable for an eight-cylinder aircraft engine"", ""Examples of the materials used in construction are shown adjacent"", ""stationary armature and a rotor consisting of four iron masses mounted upon a \""straight-through\"" shaft of non-magnetic steel"", ""current which produces the spark is generated in the stationary armature"", ""reaches its maximum four times during each revolution of the rotor or polar inductor"", ""four sparks are produced per revolution"", ""masses of iron which form the polar inductor are alternately North and South poles"", ""sweeping past the ends or poles of the laminated circuit, they cause, on each occasion, a reversion in the flux"", ""beginning of the primary winding is connected to the armature core and the end to the secondary winding and to the contact breaker"", ""cam operates the rocker arm, separating the contacts four times per revolution of the shaft"", ""current induced in the primary winding builds up until the cam separates the contacts at the instant when this current is at a maximum"", ""instantaneous collapse and reversal of the flux at the moment of \""break\"" produces the high voltage in the secondary winding which causes the spark"", ""distributor consists of a rotating metal brush, which conveys the high-tension current to the various segments"", ""sparks are thus distributed to the various plugs on the engine"", ""condenser is fitted above the armature"", ""safety spark gap is provided between a point on the metal brush-box and a stud on the half-speed gear wheel"", ""inductor shaft is driven at engine speed""], ""other"": [""1922"", ""Inv. 1919-277. S.M. 116I. L.S.""]}","{""object_names"": [""Sectioned AV8s Magneto""], ""makers"": [""British Thomson-Houston Co. Ltd""], ""organisations/institutions"": [""British Thomson-Houston Co. Ltd""], ""dates"": [], ""places"": [], ""descriptions"": [""with specimens of material used in its manufacture (on 3 boards)"", ""Aircraft Propulsion section""], ""other"": [""Sectioned AV8s Magneto""]}"
63,23,5,1,1,1,1,1,0,2,0,0,0,17,1,1,2,"{""object_names"": [], ""makers"": [""Zenith Carburetter Co.""], ""organisations/institutions"": [""The Lords Commissioners of the Admiralty""], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""example of the well-known carburetter manufactured by the Zenith Carburetter Co., and used extensively with aero engines"", ""chief characteristic is the fitting of an auxiliary or compensating jet in addition to the main jet"", ""has also a slow-running device and removable choke tube"", ""suitable for a four-cylinder engine"", ""main jet is fitted in the centre of the compensating jet, being inserted from beneath when the plug is removed"", ""fed directly from the float chamber"", ""compensating jet is inserted from above, and can be seen in position covering the main jet"", ""bore of each jet is marked on it in hundredths of a millimeter, so that a very fine adjustment can be effected by discriminate changing"", ""slow-running device consists of a small jet situated in a tube, which is part of the carburetter casting, and adjacent to the main intake"", ""has an air intake above it, through two holes in the casting, which can be plainly seen"", ""At low-engine speeds, when the throttle, which is of the ordinary central-pivoted type, is almost closed, the slow-running device comes into operation and gases are sucked into the main intake from the small jet through a passage above the throttle"", ""In this position the main and compensating jets are practically shut off, and the partial vacuum induced by the engine has its full effect upon the small jet"", ""As the throttle is opened the slow-running device is progressively cut out"", ""mixture is kept more or less constant at all speeds by means of the compensating jet, which corrects the irregularities of the main jet; it has a greater influence at low speeds, while the main jet has most effect at high speeds"", ""Adjustment is effected by changing the choke tube, the main and compensating jets, and regulating the slow-running device"", ""advantage of this carburetter is that, when once properly adjusted, it requires no attention, unless the conditions of service are radically altered""], ""other"": [""Inv. 1919-431""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion""], ""other"": [""carburetter"", ""carburetter""]}"
64,15,5,1,3,1,1,2,0,2,0,0,0,8,1,1,0,"{""object_names"": [""CLAUDEL HOBSON CARBURETTER""], ""makers"": [""The Air Ministry""], ""organisations/institutions"": [""The Air Ministry"", ""Royal Air Force""], ""dates"": [""1922"", ""1914\u201318""], ""places"": [], ""descriptions"": [""This type of carburetter was used considerably on aircraft engines during the war (1914\u201318)."", ""The example shown is of a type supplied to the Royal Air Force, and is known as Mark I.A."", ""It has two jets, mixing chambers, throttles, etc., but one common float chamber."", ""The carburetter is suitable for an eight-cylinder (80 h.p.) Vee engine."", ""The principal feature of this twin carburetter is the automatic mixture control, obtained by means of the specially designed cylindrical throttle, which forms a variable choke tube as it is opened."", ""The main jets have holes in their outer casings through which the air for atomizing the petrol passes."", ""Adjustment for strength of mixture is provided by two screws fitted just above each air intake. When these are screwed in, the actual suction on the jet is increased and the mixture is enriched."", ""Provision is made for shutting off all the air for starting purposes. This is effected by the fitting of a central-pivoted throttle in each air intake."", ""A large straining device and sump is arranged at the base of the carburetter, the petrol being fed directly from this to the float chamber."", ""The two throttles are connected in such a manner that an equal opening is obtained.""], ""other"": [""1919""]}","{""object_names"": [""Claudel Hobson Carburetter for Aero engine"", ""Aircraft Propulsion"", ""carburetter""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Claudel Hobson Carburetter for Aero engine""], ""other"": []}"
65,9,3,1,2,1,0,1,0,1,0,0,0,4,1,1,0,"{""object_names"": [""SILENCER FOR AERO ENGINE""], ""makers"": [""The Air Council""], ""organisations/institutions"": [], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""designed for a moderately powered aero engine"", ""made of aluminium"", ""cast in two pieces, which, being bolted together, are easily removable for cleaning purposes"", ""The exhaust pipe from the engine is connected at the blunt end of the silencer, and the gases thus entering impinge against the four inclined baffle-plates, which are a part of the casting. The gases are thus divided and induced to follow the streamline form of the silencer till they encounter a series of holes and escape.""], ""other"": [""Inv. 1919-428""]}","{""object_names"": [""Aluminium Silencer"", ""Aircraft Propulsion""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""silencer""], ""other"": []}"
